Invoice (F),StockCode,Description,Quantity,InvoiceDate (R),Price,Customer ID,Country,TotalAmount (M),,,
489437,22112,CHOCOLATE HOT WATER BOTTLE,3,12-01-2009 09:08,4.95,15362,United Kingdom,14.85,,,
489438,21329,DINOSAURS  WRITING SET ,28,12-01-2009 09:24,0.98,18102,United Kingdom,27.44,,,
489438,21252,SET OF MEADOW  FLOWER STICKERS,30,12-01-2009 09:24,1.69,18102,United Kingdom,50.7,,,
489438,21100,CHARLIE AND LOLA CHARLOTTE BAG,30,12-01-2009 09:24,1.15,18102,United Kingdom,34.5,,,
489438,21033,JUMBO BAG CHARLIE AND LOLA TOYS,30,12-01-2009 09:24,2,18102,United Kingdom,60,,,
489438,20711,JUMBO BAG TOYS ,60,12-01-2009 09:24,1.3,18102,United Kingdom,78,,,
489438,21410,COUNTRY COTTAGE  DOORSTOP GREEN,32,12-01-2009 09:24,2.5,18102,United Kingdom,80,,,
489438,21411,GINGHAM HEART  DOORSTOP RED,32,12-01-2009 09:24,2.5,18102,United Kingdom,80,,,
489438,84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,56,12-01-2009 09:24,3,18102,United Kingdom,168,,,
489438,84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE ,56,12-01-2009 09:24,3,18102,United Kingdom,168,,,
489438,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,60,12-01-2009 09:24,1.9,18102,United Kingdom,114,,,
489438,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,56,12-01-2009 09:24,1.9,18102,United Kingdom,106.4,,,
489438,84519A,TOMATO CHARLIE+LOLA COASTER SET,56,12-01-2009 09:24,2.15,18102,United Kingdom,120.4,,,
489438,84519B,CARROT CHARLIE+LOLA COASTER SET,60,12-01-2009 09:24,2.4,18102,United Kingdom,144,,,
489438,85132A,CHARLIE + LOLA BISCUITS TINS,60,12-01-2009 09:24,6.38,18102,United Kingdom,382.8,,,
489438,85132C,CHARLIE AND LOLA FIGURES TINS,60,12-01-2009 09:24,6.4,18102,United Kingdom,384,,,
489438,85183A,CHARLIE & LOLA WASTEPAPER BIN BLUE,60,12-01-2009 09:24,2.4,18102,United Kingdom,144,,,
489438,85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,60,12-01-2009 09:24,2.4,18102,United Kingdom,144,,,
489439,22065,CHRISTMAS PUDDING TRINKET POT ,12,12-01-2009 09:28,1.45,12682,France,17.4,,,
489439,22138,BAKING SET 9 PIECE RETROSPOT ,9,12-01-2009 09:28,4.95,12682,France,44.55,,,
489439,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,9,12-01-2009 09:28,4.95,12682,France,44.55,,,
489439,22352,LUNCHBOX WITH CUTLERY RETROSPOT ,12,12-01-2009 09:28,2.55,12682,France,30.6,,,
489439,85014A,BLACK/BLUE DOTS RUFFLED UMBRELLA,3,12-01-2009 09:28,5.95,12682,France,17.85,,,
489439,85014B,RED/WHITE DOTS RUFFLED UMBRELLA,3,12-01-2009 09:28,5.95,12682,France,17.85,,,
489439,16161P,WRAP ENGLISH ROSE ,25,12-01-2009 09:28,0.42,12682,France,10.5,,,
489439,16169N,WRAP BLUE RUSSIAN FOLKART,25,12-01-2009 09:28,0.42,12682,France,10.5,,,
489439,21491,SET OF THREE VINTAGE GIFT WRAPS,6,12-01-2009 09:28,1.95,12682,France,11.7,,,
489439,22333,RETRO SPORT PARTY BAG + STICKER SET,8,12-01-2009 09:28,1.65,12682,France,13.2,,,
489439,85216,ASSORTED CAKES FRIDGE MAGNETS,12,12-01-2009 09:28,0.65,12682,France,7.8,,,
489439,21493, VINTAGE DESIGN GIFT TAGS,12,12-01-2009 09:28,0.85,12682,France,10.2,,,
489439,22130,PARTY CONE CHRISTMAS DECORATION ,24,12-01-2009 09:28,0.85,12682,France,20.4,,,
489439,22064,PINK DOUGHNUT TRINKET POT ,12,12-01-2009 09:28,1.65,12682,France,19.8,,,
489439,21731,RED TOADSTOOL LED NIGHT LIGHT,24,12-01-2009 09:28,1.65,12682,France,39.6,,,
489439,85232B,SET/3 RUSSIAN DOLL STACKING TINS,6,12-01-2009 09:28,4.95,12682,France,29.7,,,
489439,84691,PACK 20 DOLLY PEGS,12,12-01-2009 09:28,0.85,12682,France,10.2,,,
489439,20749,ASSORTED COLOUR MINI CASES,2,12-01-2009 09:28,7.95,12682,France,15.9,,,
489439,POST,POSTAGE,3,12-01-2009 09:28,18,12682,France,54,,,
489440,22350,CAT BOWL ,8,12-01-2009 09:43,2.55,18087,United Kingdom,20.4,,,
489440,22349,"DOG BOWL , CHASING BALL DESIGN",8,12-01-2009 09:43,3.75,18087,United Kingdom,30,,,
489441,22321,BIRD DECORATION RED SPOT,12,12-01-2009 09:44,0.72,18087,United Kingdom,8.64,,,
489441,22138,BAKING SET 9 PIECE RETROSPOT ,6,12-01-2009 09:44,4.25,18087,United Kingdom,25.5,,,
489441,84029E,RED WOOLLY HOTTIE WHITE HEART.,36,12-01-2009 09:44,2.95,18087,United Kingdom,106.2,,,
489441,22111,SCOTTIE DOG HOT WATER BOTTLE,48,12-01-2009 09:44,4.25,18087,United Kingdom,204,,,
489442,21955,UNION JACK GUNS & ROSES  DOORMAT,2,12-01-2009 09:46,6.75,13635,United Kingdom,13.5,,,
489442,22111,SCOTTIE DOG HOT WATER BOTTLE,3,12-01-2009 09:46,4.95,13635,United Kingdom,14.85,,,
489442,22296,HEART IVORY TRELLIS LARGE,12,12-01-2009 09:46,1.65,13635,United Kingdom,19.8,,,
489442,84899E,YELLOW + BROWN BEAR FELT PURSE KIT,12,12-01-2009 09:46,1.25,13635,United Kingdom,15,,,
489442,22271,FELTCRAFT DOLL ROSIE,6,12-01-2009 09:46,2.95,13635,United Kingdom,17.7,,,
489442,22272,FELTCRAFT DOLL MARIA,6,12-01-2009 09:46,2.95,13635,United Kingdom,17.7,,,
489442,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12-01-2009 09:46,2.95,13635,United Kingdom,17.7,,,
489442,21582,KINGS CHOICE SMALL TUBE MATCHES,20,12-01-2009 09:46,1.65,13635,United Kingdom,33,,,
489442,21586,KINGS CHOICE GIANT TUBE MATCHES,12,12-01-2009 09:46,2.55,13635,United Kingdom,30.6,,,
489442,21590,KINGS CHOICE CIGAR BOX MATCHES ,48,12-01-2009 09:46,1.25,13635,United Kingdom,60,,,
489442,22091,EMPIRE TISSUE BOX,12,12-01-2009 09:46,1.25,13635,United Kingdom,15,,,
489442,84251J,"GREETING CARD, THE BLACK CAT",12,12-01-2009 09:46,0.42,13635,United Kingdom,5.04,,,
489442,22024,RAINY LADIES BIRTHDAY CARD,12,12-01-2009 09:46,0.42,13635,United Kingdom,5.04,,,
489442,22026,BANQUET BIRTHDAY  CARD  ,12,12-01-2009 09:46,0.42,13635,United Kingdom,5.04,,,
489442,22029,SPACE BOY BIRTHDAY CARD,12,12-01-2009 09:46,0.42,13635,United Kingdom,5.04,,,
489442,22025,RING OF ROSES BIRTHDAY CARD,12,12-01-2009 09:46,0.42,13635,United Kingdom,5.04,,,
489442,22031,BOTANICAL LAVENDER BIRTHDAY CARD,12,12-01-2009 09:46,0.42,13635,United Kingdom,5.04,,,
489442,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,4,12-01-2009 09:46,4.25,13635,United Kingdom,17,,,
489442,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,4,12-01-2009 09:46,3.75,13635,United Kingdom,15,,,
489442,21916,SET 12 RETRO WHITE CHALK STICKS,24,12-01-2009 09:46,0.42,13635,United Kingdom,10.08,,,
489442,21790,VINTAGE SNAP CARDS,12,12-01-2009 09:46,0.85,13635,United Kingdom,10.2,,,
489442,21888,BINGO SET,8,12-01-2009 09:46,3.75,13635,United Kingdom,30,,,
489442,85178,VICTORIAN SEWING KIT,12,12-01-2009 09:46,1.25,13635,United Kingdom,15,,,
489443,20754,RETRO RED SPOTTY WASHING UP GLOVES,6,12-01-2009 09:50,2.1,14110,United Kingdom,12.6,,,
489443,21035,SET/2 RED SPOTTY TEA TOWELS ,12,12-01-2009 09:50,2.95,14110,United Kingdom,35.4,,,
489443,22041,"RECORD FRAME 7"" SINGLE SIZE ",48,12-01-2009 09:50,2.1,14110,United Kingdom,100.8,,,
489443,82001S,VINYL RECORD FRAME SILVER,24,12-01-2009 09:50,3.39,14110,United Kingdom,81.36,,,
489443,82580,BATHROOM METAL SIGN,12,12-01-2009 09:50,0.55,14110,United Kingdom,6.6,,,
489443,85150,LADIES & GENTLEMEN METAL SIGN,12,12-01-2009 09:50,2.55,14110,United Kingdom,30.6,,,
489443,21041,RED SPOTTY OVEN GLOVE DOUBLE,6,12-01-2009 09:50,2.95,14110,United Kingdom,17.7,,,
489444,POST,POSTAGE,1,12-01-2009 09:55,141,12636,USA,141,,,
489445,35916C,PINK FELT HANGING HEART W FLOWER,12,12-01-2009 09:57,0.85,17519,United Kingdom,10.2,,,
489445,35916B,BLUE FELT HANGING HEART W FLOWER,12,12-01-2009 09:57,0.85,17519,United Kingdom,10.2,,,
489445,22321,BIRD DECORATION RED SPOT,24,12-01-2009 09:57,0.85,17519,United Kingdom,20.4,,,
489445,22130,PARTY CONE CHRISTMAS DECORATION ,12,12-01-2009 09:57,0.85,17519,United Kingdom,10.2,,,
489445,22180,RETRO SPOT LAMP,2,12-01-2009 09:57,9.95,17519,United Kingdom,19.9,,,
489445,22128,PARTY CONES CANDY ASSORTED,12,12-01-2009 09:57,1.25,17519,United Kingdom,15,,,
489445,22163,HEART STRING MEMO HOLDER HANGING,6,12-01-2009 09:57,2.95,17519,United Kingdom,17.7,,,
489445,35951,FOLKART BAUBLE CHRISTMAS DECORATION,48,12-01-2009 09:57,0.38,17519,United Kingdom,18.24,,,
489445,22253,6 CROCHET STRAWBERRIES,12,12-01-2009 09:57,1.25,17519,United Kingdom,15,,,
489445,84988,SET OF 72 PINK HEART PAPER DOILIES,12,12-01-2009 09:57,1.45,17519,United Kingdom,17.4,,,
489445,22219,LOVEBIRD HANGING DECORATION WHITE ,24,12-01-2009 09:57,0.85,17519,United Kingdom,20.4,,,
489445,18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,6,12-01-2009 09:57,2.55,17519,United Kingdom,15.3,,,
489445,22138,BAKING SET 9 PIECE RETROSPOT ,3,12-01-2009 09:57,4.95,17519,United Kingdom,14.85,,,
489445,21299,EDWARDIAN TOILET ROLL UNIT ,1,12-01-2009 09:57,12.75,17519,United Kingdom,12.75,,,
489445,21099,SET/6 STRAWBERRY PAPER CUPS,24,12-01-2009 09:57,0.65,17519,United Kingdom,15.6,,,
489445,21085,SET/6 WOODLAND PAPER CUPS,24,12-01-2009 09:57,0.65,17519,United Kingdom,15.6,,,
489445,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,12-01-2009 09:57,1.95,17519,United Kingdom,19.5,,,
489445,22241,"GARLAND , WOODEN  "" HAPPY EASTER""",24,12-01-2009 09:57,1.25,17519,United Kingdom,30,,,
489445,21091,SET/6 WOODLAND PAPER PLATES,12,12-01-2009 09:57,0.85,17519,United Kingdom,10.2,,,
489446,21733,RED HANGING HEART T-LIGHT HOLDER,32,12-01-2009 10:06,2.55,13758,United Kingdom,81.6,,,
489446,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,12-01-2009 10:06,2.55,13758,United Kingdom,81.6,,,
489446,22178,VICTORIAN GLASS HANGING T-LIGHT,12,12-01-2009 10:06,1.25,13758,United Kingdom,15,,,
489446,22125,UNION JACK HOT WATER BOTTLE ,12,12-01-2009 10:06,5.95,13758,United Kingdom,71.4,,,
489446,21671,RED SPOT CERAMIC DRAWER KNOB,12,12-01-2009 10:06,1.25,13758,United Kingdom,15,,,
489446,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,12,12-01-2009 10:06,2.95,13758,United Kingdom,35.4,,,
489446,22111,SCOTTIE DOG HOT WATER BOTTLE,6,12-01-2009 10:06,4.95,13758,United Kingdom,29.7,,,
489446,22112,CHOCOLATE HOT WATER BOTTLE,12,12-01-2009 10:06,4.95,13758,United Kingdom,59.4,,,
489446,22294,HEART FILIGREE DOVE  SMALL,24,12-01-2009 10:06,1.25,13758,United Kingdom,30,,,
489446,22199,FRYING PAN RED POLKADOT ,4,12-01-2009 10:06,4.25,13758,United Kingdom,17,,,
489446,22083,PAPER CHAIN KIT RETRO SPOT,24,12-01-2009 10:06,2.95,13758,United Kingdom,70.8,,,
489446,22114,HOT WATER BOTTLE TEA AND SYMPATHY,12,12-01-2009 10:06,3.95,13758,United Kingdom,47.4,,,
489446,21485,RED SPOT HEART HOT WATER BOTTLE,12,12-01-2009 10:06,4.95,13758,United Kingdom,59.4,,,
489446,21928,JUMBO BAG SCANDINAVIAN PAISLEY,10,12-01-2009 10:06,1.95,13758,United Kingdom,19.5,,,
489446,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,12-01-2009 10:06,1.95,13758,United Kingdom,19.5,,,
489446,85099B,JUMBO BAG RED WHITE SPOTTY ,20,12-01-2009 10:06,1.95,13758,United Kingdom,39,,,
489446,22356,"CHARLOTTE BAG , PINK/WHITE SPOTS",10,12-01-2009 10:06,0.85,13758,United Kingdom,8.5,,,
489446,20724,RED SPOTTY CHARLOTTE BAG,10,12-01-2009 10:06,0.85,13758,United Kingdom,8.5,,,
489446,21590,KINGS CHOICE CIGAR BOX MATCHES ,24,12-01-2009 10:06,1.25,13758,United Kingdom,30,,,
489446,21592,RETRO SPOT  CIGAR BOX MATCHES ,24,12-01-2009 10:06,1.25,13758,United Kingdom,30,,,
489446,20725,LUNCH BAG RED SPOTTY,10,12-01-2009 10:06,1.65,13758,United Kingdom,16.5,,,
489446,20728,LUNCH BAG CARS BLUE,10,12-01-2009 10:06,1.65,13758,United Kingdom,16.5,,,
489446,20726,LUNCH BAG WOODLAND,10,12-01-2009 10:06,1.65,13758,United Kingdom,16.5,,,
489446,20754,RETRO RED SPOTTY WASHING UP GLOVES,12,12-01-2009 10:06,2.1,13758,United Kingdom,25.2,,,
489446,21217,RED SPOTTY ROUND CAKE TINS,12,12-01-2009 10:06,8.95,13758,United Kingdom,107.4,,,
489446,22195,LARGE HEART MEASURING SPOONS,12,12-01-2009 10:06,1.65,13758,United Kingdom,19.8,,,
489446,85066,CREAM SWEETHEART MINI CHEST,2,12-01-2009 10:06,12.75,13758,United Kingdom,25.5,,,
489447,POST,POSTAGE,1,12-01-2009 10:10,130,12362,Belgium,130,,,
489448,20827,GOLD APERITIF GLASS,48,12-01-2009 10:18,2.12,15413,United Kingdom,101.76,,,
489448,20825,GOLD WINE GLASS,48,12-01-2009 10:18,3.39,15413,United Kingdom,162.72,,,
489448,20823,GOLD WINE GOBLET,48,12-01-2009 10:18,4.25,15413,United Kingdom,204,,,
489448,20826,SILVER APERITIF GLASS,48,12-01-2009 10:18,2.12,15413,United Kingdom,101.76,,,
489450,22087,PAPER BUNTING WHITE LACE,12,12-01-2009 10:36,2.95,16321,Australia,35.4,,,
489450,85206A,CREAM FELT EASTER EGG BASKET,6,12-01-2009 10:36,1.65,16321,Australia,9.9,,,
489450,21895,POTTING SHED SOW 'N' GROW SET,4,12-01-2009 10:36,4.25,16321,Australia,17,,,
489450,21896,POTTING SHED TWINE,6,12-01-2009 10:36,2.1,16321,Australia,12.6,,,
489450,22083,PAPER CHAIN KIT RETRO SPOT,12,12-01-2009 10:36,2.95,16321,Australia,35.4,,,
489450,21871,SAVE THE PLANET MUG,12,12-01-2009 10:36,1.25,16321,Australia,15,,,
489450,84946,ANTIQUE SILVER TEA GLASS ETCHED,12,12-01-2009 10:36,1.25,16321,Australia,15,,,
489450,84970S,HANGING HEART ZINC T-LIGHT HOLDER,24,12-01-2009 10:36,0.85,16321,Australia,20.4,,,
489450,22090,PAPER BUNTING RETRO SPOTS,12,12-01-2009 10:36,2.95,16321,Australia,35.4,,,
489460,79323P,PINK CHERRY LIGHTS,8,12-01-2009 10:46,6.75,16167,United Kingdom,54,,,
489460,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,12-01-2009 10:46,0.55,16167,United Kingdom,13.2,,,
489460,84991,60 TEATIME FAIRY CAKE CASES,24,12-01-2009 10:46,0.55,16167,United Kingdom,13.2,,,
489460,22274,FELTCRAFT DOLL EMILY,6,12-01-2009 10:46,2.95,16167,United Kingdom,17.7,,,
489460,22273,FELTCRAFT DOLL MOLLY,6,12-01-2009 10:46,2.95,16167,United Kingdom,17.7,,,
489460,22179,SET 10 LIGHTS NIGHT OWL,4,12-01-2009 10:46,6.75,16167,United Kingdom,27,,,
489460,22320,BIRDS MOBILE VINTAGE DESIGN,3,12-01-2009 10:46,5.95,16167,United Kingdom,17.85,,,
489460,22232,3 PIECE JIGSAW TOADSTOOLS,8,12-01-2009 10:46,1.65,16167,United Kingdom,13.2,,,
489460,84598,BOYS ALPHABET IRON ON PATCHES,576,12-01-2009 10:46,0.21,16167,United Kingdom,120.96,,,
489460,79323W, WHITE CHERRY LIGHTS,8,12-01-2009 10:46,6.75,16167,United Kingdom,54,,,
489460,22138,BAKING SET 9 PIECE RETROSPOT ,3,12-01-2009 10:46,4.95,16167,United Kingdom,14.85,,,
489460,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,3,12-01-2009 10:46,4.95,16167,United Kingdom,14.85,,,
489460,79323S, SILVER CHERRY LIGHTS,4,12-01-2009 10:46,6.75,16167,United Kingdom,27,,,
489460,21731,RED TOADSTOOL LED NIGHT LIGHT,12,12-01-2009 10:46,1.65,16167,United Kingdom,19.8,,,
489460,84568,GIRLS ALPHABET IRON ON PATCHES ,288,12-01-2009 10:46,0.21,16167,United Kingdom,60.48,,,
489461,21668,RED STRIPE CERAMIC DRAWER KNOB,24,12-01-2009 10:49,1.25,17865,United Kingdom,30,,,
489461,21669,BLUE STRIPE CERAMIC DRAWER KNOB,24,12-01-2009 10:49,1.25,17865,United Kingdom,30,,,
489461,21670,BLUE SPOT CERAMIC DRAWER KNOB,24,12-01-2009 10:49,1.25,17865,United Kingdom,30,,,
489461,21671,RED SPOT CERAMIC DRAWER KNOB,24,12-01-2009 10:49,1.25,17865,United Kingdom,30,,,
489461,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,24,12-01-2009 10:49,1.25,17865,United Kingdom,30,,,
489461,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,24,12-01-2009 10:49,1.25,17865,United Kingdom,30,,,
489461,22125,UNION JACK HOT WATER BOTTLE ,3,12-01-2009 10:49,5.95,17865,United Kingdom,17.85,,,
489461,21232,STRAWBERRY CERAMIC TRINKET BOX,48,12-01-2009 10:49,1.25,17865,United Kingdom,60,,,
489461,85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,6,12-01-2009 10:49,2.95,17865,United Kingdom,17.7,,,
489461,85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,6,12-01-2009 10:49,2.95,17865,United Kingdom,17.7,,,
489461,21161,KEEP OUT BOYS DOOR HANGER ,12,12-01-2009 10:49,1.45,17865,United Kingdom,17.4,,,
489461,21162,TOXIC AREA  DOOR HANGER ,12,12-01-2009 10:49,1.45,17865,United Kingdom,17.4,,,
489461,21248,DOOR HANGER  MUM + DADS ROOM,12,12-01-2009 10:49,1.45,17865,United Kingdom,17.4,,,
489461,21159,MOODY BOY  DOOR HANGER ,12,12-01-2009 10:49,1.45,17865,United Kingdom,17.4,,,
489461,82582,AREA PATROLLED METAL SIGN,12,12-01-2009 10:49,2.1,17865,United Kingdom,25.2,,,
489461,21181,PLEASE ONE PERSON  METAL SIGN,6,12-01-2009 10:49,2.1,17865,United Kingdom,12.6,,,
489461,85150,LADIES & GENTLEMEN METAL SIGN,6,12-01-2009 10:49,2.55,17865,United Kingdom,15.3,,,
489461,82494L,WOODEN FRAME ANTIQUE WHITE ,6,12-01-2009 10:49,2.95,17865,United Kingdom,17.7,,,
489461,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,12-01-2009 10:49,7.95,17865,United Kingdom,15.9,,,
489461,82483,WOOD 2 DRAWER CABINET WHITE FINISH,3,12-01-2009 10:49,5.95,17865,United Kingdom,17.85,,,
489462,90200D,PINK SWEETHEART BRACELET,3,12-01-2009 10:49,4.25,17592,United Kingdom,12.75,,,
489462,90200E,GREEN SWEETHEART BRACELET,3,12-01-2009 10:49,4.25,17592,United Kingdom,12.75,,,
489461,21212,PACK OF 72 RETRO SPOT CAKE CASES,24,12-01-2009 10:49,0.55,17865,United Kingdom,13.2,,,
489461,84991,60 TEATIME FAIRY CAKE CASES,24,12-01-2009 10:49,0.55,17865,United Kingdom,13.2,,,
489461,22180,RETRO SPOT LAMP,2,12-01-2009 10:49,9.95,17865,United Kingdom,19.9,,,
489461,72756,FAIRY CAKE CANDLES,27,12-01-2009 10:49,1.49,17865,United Kingdom,40.23,,,
489461,22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,6,12-01-2009 10:49,2.95,17865,United Kingdom,17.7,,,
489461,37450,CERAMIC CAKE BOWL + HANGING CAKES,6,12-01-2009 10:49,2.95,17865,United Kingdom,17.7,,,
489462,90200A,PURPLE SWEETHEART BRACELET,3,12-01-2009 10:49,4.25,17592,United Kingdom,12.75,,,
489462,90200C,BLUE SWEETHEART BRACELET,3,12-01-2009 10:49,4.25,17592,United Kingdom,12.75,,,
