Customer ID,Country,Description,StockCode,Invoice (F),InvoiceDate (R),Quantity,Price,TotalAmount (M),,,
14564,Channel Islands,Retro Spot Tea Set Ceramic 11 Pc ,22139,490145,2009-04-12 09:27:00,6,4.95,27,,,
14564,Channel Islands,Dolly Mixture Children'S Umbrella,20686,490145,2009-04-12 09:27:00,6,3.25,19.5,,,
14564,Channel Islands,Retro Spot Giant  Tube Matches,21588,490145,2009-04-12 09:27:00,12,2.55,27,,,
14564,Channel Islands,Swallow Giant Tube Matches,21589,490145,2009-04-12 09:27:00,12,2.55,27,,,
14564,Channel Islands,Retro Spot  Cigar Box Matches ,21592,490145,2009-04-12 09:27:00,24,1.25,27,,,
14564,Channel Islands,Vintage Union Jack Bunting,21621,490145,2009-04-12 09:27:00,6,8.5,27,,,
14564,Channel Islands,Vintage Union Jack Cushion Cover,21622,490145,2009-04-12 09:27:00,4,4.95,19.8,,,
14564,Channel Islands,Black/Blue Dots Ruffled Umbrella,85014A,490145,2009-04-12 09:27:00,3,5.95,17.85,,,
14564,Channel Islands,Red/White Dots Ruffled Umbrella,85014B,490145,2009-04-12 09:27:00,6,5.95,27,,,
14564,Channel Islands,Pink Polkadot Kids Bag,22323,490145,2009-04-12 09:27:00,3,4.95,14.85,,,
14564,Channel Islands,Blue Polkadot Kids Bag,22324,490145,2009-04-12 09:27:00,3,4.95,14.85,,,
14564,Channel Islands,Set 10 Lights Night Owl,22179,490145,2009-04-12 09:27:00,6,6.75,27,,,
14564,Channel Islands,White Bell Honeycomb Paper Garland ,21187,490145,2009-04-12 09:27:00,12,1.65,19.8,,,
14564,Channel Islands,Wrap Christmas Screen Print,22049,490145,2009-04-12 09:27:00,25,0.42,10.5,,,
14564,Channel Islands,Green Christmas Tree Card Holder,22187,490145,2009-04-12 09:27:00,8,4.25,27,,,
14564,Channel Islands,Set/6 Gold Reindeer T-Light Candles,85033G,490145,2009-04-12 09:27:00,12,1.95,23.4,,,
14564,Channel Islands,Set/6 Silver Reindeer T-Lights,85033S,490145,2009-04-12 09:27:00,12,1.95,23.4,,,
12435,Denmark,Rotating Silver Angels T-Light Hldr,84347,489831,2009-02-12 13:58:00,27,2.1,27,,,
14911,EIRE,Purple Current Candle Ring,35751C,489520,2009-01-12 11:41:00,12,0.75,9,,,
14911,EIRE,White Chocolate Scent Candle,72739B,489520,2009-01-12 11:41:00,12,1.25,15,,,
14911,EIRE,Hot Water Bottle Tea And Sympathy,22114,489520,2009-01-12 11:41:00,8,3.95,27,,,
14911,EIRE,Four Hook  White Lovebirds,22212,489520,2009-01-12 11:41:00,6,2.1,12.6,,,
14911,EIRE,Fancy Font Home Sweet Home Doormat,21523,489520,2009-01-12 11:41:00,2,6.75,13.5,,,
14911,EIRE,Door Mat New England,48187,489520,2009-01-12 11:41:00,2,6.75,13.5,,,
14911,EIRE,Door Mat Green Paisley ,48195,489520,2009-01-12 11:41:00,2,6.75,13.5,,,
14911,EIRE,Grand Chocolatecandle,72741,489520,2009-01-12 11:41:00,27,1.45,27,,,
14911,EIRE,Set/3 Decoupage Stacking Tins,85232D,489520,2009-01-12 11:41:00,3,4.95,14.85,,,
14911,EIRE,Glitter Butterfly Clips,20828,489520,2009-01-12 11:41:00,6,2.55,15.3,,,
14911,EIRE,Ribbon Reel Spots Design ,22080,489520,2009-01-12 11:41:00,10,1.65,16.5,,,
14911,EIRE,Ribbon Reel Stripes Design ,22082,489520,2009-01-12 11:41:00,10,1.65,16.5,,,
14911,EIRE,Home Building Block Word,21754,489520,2009-01-12 11:41:00,6,5.95,27,,,
14911,EIRE,Shoe Shine Box ,21784,489520,2009-01-12 11:41:00,4,9.95,27,,,
14911,EIRE,Party Metal Sign ,21172,489520,2009-01-12 11:41:00,12,1.45,17.4,,,
14911,EIRE,Please One Person  Metal Sign,21181,489520,2009-01-12 11:41:00,6,2.1,12.6,,,
14911,EIRE,No Singing Metal Sign,82600,489520,2009-01-12 11:41:00,12,2.1,25.2,,,
14911,EIRE,12 Egg House Painted Wood,22282,489520,2009-01-12 11:41:00,4,12.75,27,,,
14911,EIRE,Pink Heart Candy Button Calculator,21842,489520,2009-01-12 11:41:00,27,2.55,27,,,
14911,EIRE,Paper Bunting Vintage Paisley,22089,489520,2009-01-12 11:41:00,6,2.95,17.7,,,
14911,EIRE,Set/3 Red Gingham Rose Storage Box,21430,489520,2009-01-12 11:41:00,4,3.75,15,,,
14911,EIRE,Silver Mini Tape Measure ,20734,489520,2009-01-12 11:41:00,10,0.85,8.5,,,
14911,EIRE,Painted Bird Assorted Christmas,21133,489520,2009-01-12 11:41:00,12,1.69,20.28,,,
14911,EIRE,Assorted Santa Christmas Decoration,35071,489520,2009-01-12 11:41:00,12,0.85,10.2,,,
14911,EIRE,Paper Chain Kit Retro Spot,22083,489520,2009-01-12 11:41:00,6,2.95,17.7,,,
14911,EIRE,Paper Chain Kit 50'S Christmas ,22086,489520,2009-01-12 11:41:00,6,2.95,17.7,,,
14911,EIRE,Noel Wooden Block Letters ,22121,489520,2009-01-12 11:41:00,3,5.95,17.85,,,
14911,EIRE,Red Spot Heart Hot Water Bottle,21485,489520,2009-01-12 11:41:00,3,4.95,14.85,,,
14911,EIRE,Zinc Metal Heart Decoration,84836,489520,2009-01-12 11:41:00,12,1.25,15,,,
14911,EIRE,Set Of 2 Fancy Font Tea Towels,22122,489520,2009-01-12 11:41:00,12,2.95,27,,,
14156,EIRE,Pink Heart Shape Egg Frying Pan,84050,489546,2009-01-12 12:30:00,6,1.65,9.9,,,
14156,EIRE,English Rose Design Peg Bag,47568,489546,2009-01-12 12:30:00,6,2.1,12.6,,,
14156,EIRE,Pink 3 Tier Glass Plate Stand,84782A,489546,2009-01-12 12:30:00,2,12.75,25.5,,,
14156,EIRE,Green 3 Tier Glass Plate Stand,84782C,489546,2009-01-12 12:30:00,1,12.75,12.75,,,
14156,EIRE,Strawberry Ceramic Trinket Box,21232,489546,2009-01-12 12:30:00,12,1.25,15,,,
14156,EIRE,Sweetheart Ceramic Trinket Box,21231,489546,2009-01-12 12:30:00,12,1.25,15,,,
14156,EIRE,Red Star Card Holder,22186,489546,2009-01-12 12:30:00,6,2.95,17.7,,,
14156,EIRE,Family Album White Picture Frame,22169,489546,2009-01-12 12:30:00,4,8.5,27,,,
14156,EIRE,Wooden Frame Antique White ,82494L,489546,2009-01-12 12:30:00,6,2.95,17.7,,,
14156,EIRE,Large Green Peony Folding Stool,84933A,489546,2009-01-12 12:30:00,6,2.1,12.6,,,
14156,EIRE,Large Pink Peony Folding Stool,84933B,489546,2009-01-12 12:30:00,6,2.1,12.6,,,
14156,EIRE,Frying Pan Blue Polkadot ,22201,489546,2009-01-12 12:30:00,4,4.25,17,,,
14156,EIRE,Tea Time Cake Stand In Gift Box,37503,489546,2009-01-12 12:30:00,4,10.75,27,,,
14156,EIRE,Door Mat Fairy Cake,48185,489546,2009-01-12 12:30:00,4,6.75,27,,,
14156,EIRE,Door Mat Welcome Puppies,48188,489546,2009-01-12 12:30:00,2,6.75,13.5,,,
14156,EIRE,Doormat Hearts,48194,489546,2009-01-12 12:30:00,2,6.75,13.5,,,
14156,EIRE,Door Mat Topiary,48129,489546,2009-01-12 12:30:00,2,6.75,13.5,,,
14156,EIRE,Pink 3 Piece Mini Dots Cutlery Set,84997D,489546,2009-01-12 12:30:00,6,3.75,22.5,,,
14156,EIRE,Ma Campagne Cutlery Box,21781,489546,2009-01-12 12:30:00,1,14.95,14.95,,,
14156,EIRE,Scottie Dog Hot Water Bottle,22111,489546,2009-01-12 12:30:00,3,4.95,14.85,,,
14156,EIRE,Red Spot Heart Hot Water Bottle,21485,489546,2009-01-12 12:30:00,3,4.95,14.85,,,
14156,EIRE,Chick Grey Hot Water Bottle,21484,489546,2009-01-12 12:30:00,4,3.45,13.8,,,
14156,EIRE,Floral Elephant Soft Toy,20692,489546,2009-01-12 12:30:00,9,4.25,27,,,
14156,EIRE,Green Fern Journal ,20768,489546,2009-01-12 12:30:00,6,2.55,15.3,,,
14156,EIRE,Set/20 Fruit Salad Paper Napkins ,21082,489546,2009-01-12 12:30:00,12,0.85,10.2,,,
14156,EIRE,Pink Fairy Cake Child'S Apron,47591D,489546,2009-01-12 12:30:00,8,1.95,15.6,,,
14156,EIRE,Scotties Des Child'S Apron,47591B,489546,2009-01-12 12:30:00,8,1.65,13.2,,,
14156,EIRE,Rose Du Sud Childs Apron,21004,489546,2009-01-12 12:30:00,3,4.25,12.75,,,
14156,EIRE,Pack Of 72 Retro Spot Cake Cases,21212,489546,2009-01-12 12:30:00,24,0.55,13.2,,,
14156,EIRE,Funky Washing Up Gloves Assorted,20751,489546,2009-01-12 12:30:00,12,2.1,25.2,,,
14156,EIRE,Large Heart Measuring Spoons,22195,489546,2009-01-12 12:30:00,12,1.65,19.8,,,
14156,EIRE,Small Heart Measuring Spoons,22196,489546,2009-01-12 12:30:00,12,0.85,10.2,,,
14156,EIRE,Frying Pan Red Polkadot ,22199,489546,2009-01-12 12:30:00,4,4.25,17,,,
14156,EIRE,Door Mat New England,48187,489550,2009-01-12 12:33:00,2,6.75,13.5,,,
14156,EIRE,Fancy Font Home Sweet Home Doormat,21523,489550,2009-01-12 12:33:00,2,6.75,13.5,,,
14156,EIRE,S/16 Vintage Pistachio Cutlery,84968C,489550,2009-01-12 12:33:00,4,12.75,27,,,
14156,EIRE,S/16 Vintage Sky Blue Cutlery,84968F,489550,2009-01-12 12:33:00,2,12.75,25.5,,,
14156,EIRE,S/16 Vintage Ivory Cutlery,84968B,489550,2009-01-12 12:33:00,2,12.75,25.5,,,
14156,EIRE,Pack Of 60 Pink Paisley Cake Cases,21977,489550,2009-01-12 12:33:00,27,0.55,26.4,,,
14156,EIRE,Wash Bag Vintage Rose Paisley,22276,489550,2009-01-12 12:33:00,6,2.55,15.3,,,
14156,EIRE,Vintage Cream 3 Basket Cake Stand,72760B,489550,2009-01-12 12:33:00,4,9.95,27,,,
14156,EIRE,Lavender Scented Set/9 T-Lights,85231L,489550,2009-01-12 12:33:00,12,0.85,10.2,,,
14156,EIRE,Orange Scented Set/9 T-Lights,85231G,489550,2009-01-12 12:33:00,12,0.85,10.2,,,
14156,EIRE,4 Wildflower Botanical Candles,21618,489550,2009-01-12 12:33:00,6,3.75,22.5,,,
14156,EIRE,4 Lavender Botanical Dinner Candles,21615,489550,2009-01-12 12:33:00,6,3.75,22.5,,,
14156,EIRE,4 Vanilla Botanical Candles,21619,489550,2009-01-12 12:33:00,6,3.75,22.5,,,
14156,EIRE,Set 12 Wildflower Botanical T-Light,21612,489550,2009-01-12 12:33:00,6,2.95,17.7,,,
14156,EIRE,Traditional Christmas Ribbons,85049A,489550,2009-01-12 12:33:00,12,1.25,15,,,
14156,EIRE,Lush Greens Ribbons,85049B,489550,2009-01-12 12:33:00,12,1.25,15,,,
14156,EIRE,Chocolate Box Ribbons ,85049G,489550,2009-01-12 12:33:00,12,1.25,15,,,
14156,EIRE,Gin + Tonic Diet Metal Sign,21175,489550,2009-01-12 12:33:00,6,2.1,12.6,,,
14156,EIRE,Open Closed Metal Sign,21770,489550,2009-01-12 12:33:00,2,4.95,9.9,,,
14156,EIRE,Piccadilly Tea Set,20747,489550,2009-01-12 12:33:00,2,14.95,27,,,
14156,EIRE,Tea Time Teapot In Gift Box,37500,489550,2009-01-12 12:33:00,2,9.95,19.9,,,
14156,EIRE,60 Teatime Fairy Cake Cases,84991,489550,2009-01-12 12:33:00,27,0.55,26.4,,,
14156,EIRE,Assorted Sanskrit Mini Notebook,21637,489550,2009-01-12 12:33:00,18,1.25,22.5,,,
14156,EIRE,Please One Person  Metal Sign,21181,490127,2009-03-12 18:13:00,6,2.1,12.6,,,
14156,EIRE,Open Closed Metal Sign,21770,490127,2009-03-12 18:13:00,2,4.95,9.9,,,
14156,EIRE,Man Flu Metal Sign,21903,490127,2009-03-12 18:13:00,6,2.1,12.6,,,
14156,EIRE,Chocolate Hot Water Bottle,22112,490127,2009-03-12 18:13:00,6,4.95,27,,,
14156,EIRE,Hot Water Bottle Tea And Sympathy,22114,490127,2009-03-12 18:13:00,8,3.95,27,,,
14156,EIRE,Retro Spot Tea Set Ceramic 11 Pc ,22139,490127,2009-03-12 18:13:00,3,4.95,14.85,,,
14156,EIRE,Red Star Card Holder,22186,490127,2009-03-12 18:13:00,6,2.95,17.7,,,
14156,EIRE,Frying Pan Pink Polkadot ,22200,490127,2009-03-12 18:13:00,4,4.25,17,,,
14156,EIRE,Milk Pan Pink Retrospot,22202,490127,2009-03-12 18:13:00,4,3.75,15,,,
14156,EIRE,Cake Stand White Two Tier Lace,22215,490127,2009-03-12 18:13:00,2,8.5,17,,,
14156,EIRE,Cake Stand Lace White,22218,490127,2009-03-12 18:13:00,3,4.25,12.75,,,
14156,EIRE,Weekend Bag Vintage Rose Paisley,22275,490127,2009-03-12 18:13:00,2,8.5,17,,,
14156,EIRE,Wash Bag Vintage Rose Paisley,22276,490127,2009-03-12 18:13:00,6,2.55,15.3,,,
14156,EIRE,Pink Polkadot Kids Bag,22323,490127,2009-03-12 18:13:00,3,4.95,14.85,,,
14156,EIRE,Pizza Slice Dish,22347,490127,2009-03-12 18:13:00,12,1.25,15,,,
14156,EIRE,Tea Bag Plate Red Spotty ,22348,490127,2009-03-12 18:13:00,12,0.85,10.2,,,
14156,EIRE,White Tissue Ream,22415,490127,2009-03-12 18:13:00,1,7.95,7.95,,,
14156,EIRE,Tea Time Teapot In Gift Box,37500,490127,2009-03-12 18:13:00,2,9.95,19.9,,,
14156,EIRE,Tea Time Cake Stand In Gift Box,37503,490127,2009-03-12 18:13:00,2,10.75,21.5,,,
14156,EIRE,Decorative Net Canopy Cream,45008C,490127,2009-03-12 18:13:00,2,8.95,17.9,,,
14156,EIRE,Ass Floral Print Tape Measure,47503G,490127,2009-03-12 18:13:00,12,1.25,15,,,
14156,EIRE,Tea Time Des Tea Cosy,47580,490127,2009-03-12 18:13:00,6,2.55,15.3,,,
14156,EIRE, Red/White Dot Mini Cases,20750,490127,2009-03-12 18:13:00,2,7.95,15.9,,,
14156,EIRE,Retro Pink Spot Washing Up Gloves,20753,490127,2009-03-12 18:13:00,6,2.1,12.6,,,
14156,EIRE,Set Of 20 Kids Cookie Cutters,84375,490127,2009-03-12 18:13:00,12,1.95,23.4,,,
14156,EIRE,Set Of 3 Heart Cookie Cutters,84378,490127,2009-03-12 18:13:00,12,1.25,15,,,
14156,EIRE,Pink/White Ribbed Melamine Jug,84562A,490127,2009-03-12 18:13:00,2,7.95,15.9,,,
14156,EIRE,Girly Pink Tool Set,84854,490127,2009-03-12 18:13:00,4,4.95,19.8,,,
14156,EIRE,White Wire Egg Holder,84880,490127,2009-03-12 18:13:00,3,5.95,17.85,,,
14156,EIRE,60 Teatime Fairy Cake Cases,84991,490127,2009-03-12 18:13:00,24,0.55,13.2,,,
14156,EIRE,75 Green Petit Four Cases,84993A,490127,2009-03-12 18:13:00,24,0.42,10.08,,,
14156,EIRE,Set/3 Polka Dot Stacking Tins,85232A,490127,2009-03-12 18:13:00,3,4.95,14.85,,,
14156,EIRE,Carriage,C2,490127,2009-03-12 18:13:00,1,50,27,,,
12682,France,Christmas Pudding Trinket Pot ,22065,489439,2009-01-12 09:28:00,12,1.45,17.4,,,
12682,France,Baking Set 9 Piece Retrospot ,22138,489439,2009-01-12 09:28:00,9,4.95,27,,,
12682,France,Retro Spot Tea Set Ceramic 11 Pc ,22139,489439,2009-01-12 09:28:00,9,4.95,27,,,
12682,France,Lunchbox With Cutlery Retrospot ,22352,489439,2009-01-12 09:28:00,12,2.55,27,,,
12682,France,Black/Blue Dots Ruffled Umbrella,85014A,489439,2009-01-12 09:28:00,3,5.95,17.85,,,
12682,France,Red/White Dots Ruffled Umbrella,85014B,489439,2009-01-12 09:28:00,3,5.95,17.85,,,
12682,France,Wrap English Rose ,16161P,489439,2009-01-12 09:28:00,25,0.42,10.5,,,
12682,France,Wrap Blue Russian Folkart,16169N,489439,2009-01-12 09:28:00,25,0.42,10.5,,,
12682,France,Set Of Three Vintage Gift Wraps,21491,489439,2009-01-12 09:28:00,6,1.95,11.7,,,
12682,France,Retro Sport Party Bag + Sticker Set,22333,489439,2009-01-12 09:28:00,8,1.65,13.2,,,
12682,France,Assorted Cakes Fridge Magnets,85216,489439,2009-01-12 09:28:00,12,0.65,7.8,,,
12682,France, Vintage Design Gift Tags,21493,489439,2009-01-12 09:28:00,12,0.85,10.2,,,
12682,France,Party Cone Christmas Decoration ,22130,489439,2009-01-12 09:28:00,24,0.85,20.4,,,
12682,France,Pink Doughnut Trinket Pot ,22064,489439,2009-01-12 09:28:00,12,1.65,19.8,,,
12682,France,Red Toadstool Led Night Light,21731,489439,2009-01-12 09:28:00,24,1.65,27,,,
12682,France,Set/3 Russian Doll Stacking Tins,85232B,489439,2009-01-12 09:28:00,6,4.95,27,,,
12682,France,Pack 20 Dolly Pegs,84691,489439,2009-01-12 09:28:00,12,0.85,10.2,,,
12682,France,Assorted Colour Mini Cases,20749,489439,2009-01-12 09:28:00,2,7.95,15.9,,,
12682,France,Postage,POST,489439,2009-01-12 09:28:00,3,18,27,,,
12490,France,Basket Of Toadstools,21439,489557,2009-01-12 12:52:00,12,1.25,15,,,
12490,France,Wrap Winter Forest,16169D,489557,2009-01-12 12:52:00,25,0.42,10.5,,,
12490,France,Wrap Blue Reindeer,16169C,489557,2009-01-12 12:52:00,25,0.42,10.5,,,
12490,France,Red Bird House Tree Decoration,21017,489557,2009-01-12 12:52:00,27,0.72,27,,,
12490,France,Red Toadstool Led Night Light,21731,489557,2009-01-12 12:52:00,24,1.65,27,,,
12490,France,Lunchbox With Cutlery Retrospot ,22352,489557,2009-01-12 12:52:00,12,2.55,27,,,
12490,France,Lunchbox With Cutlery Fairy Cakes ,22353,489557,2009-01-12 12:52:00,6,2.55,15.3,,,
12490,France,Red Spotty Coir Doormat,20685,489557,2009-01-12 12:52:00,2,6.75,13.5,,,
12490,France,Set Of 72 Retro Spot Paper  Doilies,21210,489557,2009-01-12 12:52:00,12,1.45,17.4,,,
12490,France,Pack Of 72 Retro Spot Cake Cases,21212,489557,2009-01-12 12:52:00,24,0.55,13.2,,,
12490,France,Red Spotty Cup,21238,489557,2009-01-12 12:52:00,16,0.85,13.6,,,
12490,France,Jumbo Bag Red White Spotty ,85099B,489557,2009-01-12 12:52:00,20,1.95,27,,,
12490,France,Woodland Charlotte Bag,20719,489557,2009-01-12 12:52:00,10,0.85,8.5,,,
12490,France,Red Spotty Shopping Bag,21039,489557,2009-01-12 12:52:00,12,2.55,27,,,
12490,France,Jumbo Bag Woodland Animals,20712,489557,2009-01-12 12:52:00,10,1.95,19.5,,,
12490,France,Jumbo Bag Toys ,20711,489557,2009-01-12 12:52:00,10,1.95,19.5,,,
12490,France,Set Of 3 Cases Woodland Design,21432,489557,2009-01-12 12:52:00,8,5.95,27,,,
12490,France,Woodland Storage Box Large ,21424,489557,2009-01-12 12:52:00,6,2.95,17.7,,,
12490,France,Woodland Storage Box Small,21426,489557,2009-01-12 12:52:00,6,2.1,12.6,,,
12490,France,Red Spotty Childs Umbrella,20682,489557,2009-01-12 12:52:00,6,3.25,19.5,,,
12490,France,Postage,POST,489557,2009-01-12 12:52:00,4,18,27,,,
12437,France,Retro Spot Tea Set Ceramic 11 Pc ,22139,489883,2009-02-12 16:24:00,6,4.95,27,,,
12437,France,Baking Set 9 Piece Retrospot ,22138,489883,2009-02-12 16:24:00,6,4.95,27,,,
12437,France,Floral Soft Car Toy,20696,489883,2009-02-12 16:24:00,4,3.75,15,,,
12437,France,Candy Spot Bunny,85089,489883,2009-02-12 16:24:00,6,2.95,17.7,,,
12437,France,Wood Animals Height Chart Stickers ,21249,489883,2009-02-12 16:24:00,6,2.95,17.7,,,
12437,France,Vintage Heads And Tails Card Game ,21791,489883,2009-02-12 16:24:00,12,1.25,15,,,
12437,France,Set/6 3D Kit Cards For Kids,85227,489883,2009-02-12 16:24:00,12,0.85,10.2,,,
12437,France,Red Gingham Rose Jewellery Box,21429,489883,2009-02-12 16:24:00,16,1.65,26.4,,,
12437,France,Red Spotty Charlotte Bag,20724,489883,2009-02-12 16:24:00,10,0.85,8.5,,,
12437,France,Suki  Shoulder Bag,21935,489883,2009-02-12 16:24:00,10,1.65,16.5,,,
12437,France,Assorted Colour Mini Cases,20749,489883,2009-02-12 16:24:00,4,7.95,27,,,
12437,France, Red/White Dot Mini Cases,20750,489883,2009-02-12 16:24:00,4,7.95,27,,,
12437,France,Set Of 3 Cases Woodland Design,21432,489883,2009-02-12 16:24:00,8,5.95,27,,,
12437,France,Wood Stamp Set Flowers,22211,489883,2009-02-12 16:24:00,12,1.65,19.8,,,
12437,France,Eight Piece Dinosaur Set,21826,489883,2009-02-12 16:24:00,12,1.25,15,,,
12437,France,Japanese Crocheted Animal,84670,489883,2009-02-12 16:24:00,24,0.42,10.08,,,
12437,France,Lunchbox With Cutlery Retrospot ,22352,489883,2009-02-12 16:24:00,6,2.55,15.3,,,
12437,France,Crochet Bear With Blue Stripes,84671B,489883,2009-02-12 16:24:00,6,2.55,15.3,,,
12437,France,36 Pencils Tube Woodland,20977,489883,2009-02-12 16:24:00,16,1.25,20,,,
12437,France,36 Pencils Tube Red Spotty,20979,489883,2009-02-12 16:24:00,16,1.25,20,,,
12437,France,12 Pencils Tall Tube Red Spotty,20983,489883,2009-02-12 16:24:00,12,0.85,10.2,,,
12437,France,12 Pencils Tall Tube Woodland,20981,489883,2009-02-12 16:24:00,12,0.85,10.2,,,
12437,France,Mobile Vintage Hearts ,22325,489883,2009-02-12 16:24:00,6,4.95,27,,,
12437,France,Home Building Block Word,21754,489883,2009-02-12 16:24:00,6,5.95,27,,,
12437,France,English Rose Notebook A6 Size,84535A,489883,2009-02-12 16:24:00,16,0.65,10.4,,,
12437,France,Red Daisy Paper Lampshade,40046A,489883,2009-02-12 16:24:00,12,1.25,15,,,
12437,France,Postage,POST,489883,2009-02-12 16:24:00,3,18,27,,,
12577,France,Weekend Bag Vintage Rose Paisley,22275,490139,2009-03-12 19:31:00,2,8.5,17,,,
12577,France,Charlie & Lola Wastepaper Bin Blue,85183A,490139,2009-03-12 19:31:00,3,3.75,11.25,,,
12577,France,Charlie & Lola Wastepaper Bin Flora,85183B,490139,2009-03-12 19:31:00,3,3.75,11.25,,,
12577,France,Charlie And Lola Charlotte Bag,21100,490139,2009-03-12 19:31:00,10,1.65,16.5,,,
12577,France,Union Jack Hot Water Bottle ,22125,490139,2009-03-12 19:31:00,1,5.95,5.95,,,
12577,France,Hot Water Bottle Tea And Sympathy,22114,490139,2009-03-12 19:31:00,1,3.95,3.95,,,
12577,France,Skull Shoulder Bag,21934,490139,2009-03-12 19:31:00,10,1.65,16.5,,,
12577,France,Vintage Seaside Jigsaw Puzzles,21913,490139,2009-03-12 19:31:00,8,3.75,27,,,
12577,France,Vintage Snakes & Ladders,21912,490139,2009-03-12 19:31:00,7,3.75,26.25,,,
12577,France,Bingo Set,21888,490139,2009-03-12 19:31:00,7,3.75,26.25,,,
12577,France,S/6 Wooden Skittles In Cotton Bag,21890,490139,2009-03-12 19:31:00,7,2.95,20.65,,,
12577,France,Wooden Box Of Dominoes,21889,490139,2009-03-12 19:31:00,6,1.25,7.5,,,
12577,France,Traditional Wooden Catch Cup Game ,21892,490139,2009-03-12 19:31:00,14,1.25,17.5,,,
12714,France,Wrap Green Russian Folkart ,16169P,490152,2009-04-12 10:00:00,25,0.42,10.5,,,
12714,France,Edwardian Parasol Red,20679,490152,2009-04-12 10:00:00,3,5.95,17.85,,,
12714,France,Red Spotty Coir Doormat,20685,490152,2009-04-12 10:00:00,4,6.75,27,,,
12714,France,Assorted Colour Mini Cases,20749,490152,2009-04-12 10:00:00,2,7.95,15.9,,,
12714,France, Red/White Dot Mini Cases,20750,490152,2009-04-12 10:00:00,2,7.95,15.9,,,
12714,France,Set/6 Garden Gnome T-Light Candles,20940,490152,2009-04-12 10:00:00,6,2.95,17.7,,,
12714,France,"Set 3 Red Spot Tin Tea,Coffee,Sugar",21216,490152,2009-04-12 10:00:00,4,4.95,19.8,,,
